compound_drug_id,compound_compound_name,compound_iupac,compound_smiles,compound_molecular_weight,compound_molecular_formula,compound_pharmacology
DB06829,4-BROMO-3-(CARBOXYMETHOXY)-5-[3-(CYCLOHEXYLAMINO)PHENYL]THIOPHENE-2-CARBOXYLIC ACID,4-bromo-3-(carboxymethoxy)-5-[3-(cyclohexylamino)phenyl]thiophene-2-carboxylic acid,OC(=O)COC1=C(SC(=C1Br)C1=CC=CC(NC2CCCCC2)=C1)C(O)=O,453.024556092,C19H20BrNO5S,pending
DB06830,"(1-HYDROXYHEPTANE-1,1-DIYL)BIS(PHOSPHONIC ACID)",(1-hydroxy-1-phosphonoheptyl)phosphonic acid,CCCCCCC(O)(P(O)(O)=O)P(O)(O)=O,276.052775954,C7H18O7P2,pending
DB06831,2-((9H-PURIN-6-YLTHIO)METHYL)-5-CHLORO-3-(2-METHOXYPHENYL)QUINAZOLIN-4(3H)-ONE,"5-chloro-3-(2-methoxyphenyl)-2-[(9H-purin-6-ylsulfanyl)methyl]-3,4-dihydroquinazolin-4-one",COC1=CC=CC=C1N1C(=O)C2=C(Cl)C=CC=C2N=C1CSC1=C2N=CNC2=NC=N1,450.066572151,C21H15ClN6O2S,pending
DB06832,"2-(3-FLUORO-4-HYDROXYPHENYL)-7-VINYL-1,3-BENZOXAZOL-5-OL","7-ethenyl-2-(3-fluoro-4-hydroxyphenyl)-1,3-benzoxazol-5-ol",OC1=CC2=C(OC(=N2)C2=CC=C(O)C(F)=C2)C(C=C)=C1,271.064471396,C15H10FNO3,pending
DB06833,1-CYCLOHEXYL-N-{[1-(4-METHYLPHENYL)-1H-INDOL-3-YL]METHYL}METHANAMINE,(cyclohexylmethyl)({[1-(4-methylphenyl)-1H-indol-3-yl]methyl})amine,CC1=CC=C(C=C1)N1C=C(CNCC2CCCCC2)C2=CC=CC=C12,332.225248906,C23H28N2,pending
DB06834,"N-(2-hydroxy-1,1-dimethylethyl)-1-methyl-3-(1H-pyrrolo[2,3-b]pyridin-2-yl)-1H-indole-5-carboxamide","N-(1-hydroxy-2-methylpropan-2-yl)-1-methyl-3-{1H-pyrrolo[2,3-b]pyridin-2-yl}-1H-indole-5-carboxamide",CN1C=C(C2=CC3=CC=CN=C3N2)C2=CC(=CC=C12)C(=O)NC(C)(C)CO,362.174275968,C21H22N4O2,pending
DB06835,(2S)-2-[3-(AMINOMETHYL)PHENYL]-3-{(S)-HYDROXY[(1R)-2-METHYL-1-{[(2-PHENYLETHYL)SULFONYL]AMINO}PROPYL,(2S)-2-[3-(aminomethyl)phenyl]-3-{hydroxy[(1R)-2-methyl-1-(2-phenylethanesulfonamido)propyl]phosphor,[H][C@@](C[P@@](O)(=O)[C@@]([H])(NS(=O)(=O)CCC1=CC=CC=C1)C(C)C)(C(O)=O)C1=CC=CC(CN)=C1,482.164043936,C22H31N2O6PS,pending
DB06836,"N-(5-{4-Chloro-3-[(2-hydroxyethyl)sulfamoyl]phenyl}-4-methyl-1,3-thiazol-2-yl)acetamide","N-(5-{4-chloro-3-[(2-hydroxyethyl)sulfamoyl]phenyl}-4-methyl-1,3-thiazol-2-yl)acetamide",[H]N(CCO)S(=O)(=O)C1=C(Cl)C=CC(=C1)C1=C(C)N=C(S1)N([H])C(C)=O,389.027075102,C14H16ClN3O4S2,pending
DB06837,"(2R)-N~4~-hydroxy-2-(3-hydroxybenzyl)-N~1~-[(1S,2R)-2-hydroxy-2,3-dihydro-1H-inden-1-yl]butanediamid","(2R)-N'-hydroxy-N-[(1S,2R)-2-hydroxy-2,3-dihydro-1H-inden-1-yl]-2-[(3-hydroxyphenyl)methyl]butanedia",[H][C@](CC(=O)NO)(CC1=CC(O)=CC=C1)C(=O)N[C@@]1([H])C2=C(C[C@@]1([H])O)C=CC=C2,370.152871824,C20H22N2O5,pending
DB06838,methyl L-phenylalaninate,methyl (2S)-2-amino-3-phenylpropanoate,[H][C@](N)(CC1=CC=CC=C1)C(=O)OC,179.094628665,C10H13NO2,pending
DB06839,N-(ethoxycarbonyl)-L-leucine,(2S)-2-[(ethoxycarbonyl)amino]-4-methylpentanoic acid,[H][C@@](CC(C)C)(NC(=O)OCC)C(O)=O,203.115758037,C9H17NO4,pending
DB06840,"diethyl [(1R)-1,5-diaminopentyl]boronate","diethyl [(1R)-1,5-diaminopentyl]boronate",[H][C@](N)(CCCCN)B(OCC)OCC,202.185258456,C9H23BN2O2,pending
DB06841,D-phenylalanyl-N-[(1S)-4-{[amino(iminio)methyl]amino}-1-(chloroacetyl)butyl]-L-prolinamide,"(2R)-1-[(2S)-2-{[(2S,3S)-6-carbamimidamido-1-chloro-2-hydroxyhexan-3-yl]-C-hydroxycarbonimidoyl}pyrr",[H][C@@]([NH3+])(CC1=CC=CC=C1)C(=O)N1CCC[C@@]1([H])C(O)=N[C@@]([H])(CCCNC(N)=N)[C@]([H])(O)CCl,453.238091691,C21H34ClN6O3,pending
DB06842,(4R)-4-(3-butoxy-4-methoxybenzyl)imidazolidin-2-one,(4R)-4-[(3-butoxy-4-methoxyphenyl)methyl]imidazolidin-2-one,[H][C@@]1(CC2=CC(OCCCC)=C(OC)C=C2)CNC(=O)N1,278.16304258,C15H22N2O3,pending
DB06843,"2',5'-DIDEOXY-ADENOSINE 3'-MONOPHOSPHATE","{[(2R,3S,5R)-5-(6-amino-9H-purin-9-yl)-2-methyloxolan-3-yl]oxy}phosphonic acid",[H][C@]1(C)O[C@]([H])(C[C@]1([H])OP(O)(O)=O)N1C=NC2=C1N=CN=C2N,315.073255095,C10H14N5O5P,pending
DB06844,"4-[(7-OXO-7H-THIAZOLO[5,4-E]INDOL-8-YLMETHYL)-AMINO]-N-PYRIDIN-2-YL-BENZENESULFONAMIDE","4-[({7-oxo-7H-[1,3]thiazolo[5,4-e]indol-8-yl}methyl)amino]-N-(pyridin-2-yl)benzene-1-sulfonamide",O=C1N=C2C=CC3=C(SC=N3)C2=C1CNC1=CC=C(C=C1)S(=O)(=O)NC1=CC=CC=N1,449.061630751,C21H15N5O3S2,pending
DB06845,(S)-N-(4-carbamimidoylbenzyl)-1-(2-(cyclopentylamino)ethanoyl)pyrrolidine-2-carboxamide,(2S)-N-[(4-carbamimidoylphenyl)methyl]-1-[2-(cyclopentylamino)acetyl]pyrrolidine-2-carboxamide,[H][C@]1(CCCN1C(=O)CNC1CCCC1)C(=O)NCC1=CC=C(C=C1)C(N)=N,371.232125197,C20H29N5O2,pending
DB06847,"5-[(3S)-3-(2-methoxybiphenyl-4-yl)but-1-yn-1-yl]-6-methylpyrimidine-2,4-diamine","5-[(3S)-3-(3-methoxy-4-phenylphenyl)but-1-yn-1-yl]-6-methylpyrimidine-2,4-diamine",[H][C@@](C)(C#CC1=C(N)N=C(N)N=C1C)C1=CC(OC)=C(C=C1)C1=CC=CC=C1,358.179361346,C22H22N4O,pending
DB06848,"1-(1'-{[3-(methylsulfanyl)-2-benzothiophen-1-yl]carbonyl}spiro[1-benzofuran-3,4'-piperidin]-5-yl)met","1'-[3-(methylsulfanyl)-2-benzothiophene-1-carbonyl]-2H-spiro[1-benzofuran-3,4'-piperidine]-5-ylmetha",CSC1=C2C=CC=CC2=C(S1)C(=O)N1CCC2(COC3=C2C=C(CN)C=C3)CC1,424.127919402,C23H24N2O2S2,pending
DB06849,"1-[1'-(3-phenylacryloyl)spiro[1-benzofuran-3,4'-piperidin]-5-yl]methanamine","(2E)-1-[5-(aminomethyl)-2H-spiro[1-benzofuran-3,4'-piperidine]-1'-yl]-3-phenylprop-2-en-1-one",NCC1=CC2=C(OCC22CCN(CC2)C(=O)\C=C\C2=CC=CC=C2)C=C1,348.183778022,C22H24N2O2,pending
DB06850,(S)-N-(4-carbamimidoylbenzyl)-1-(2-(cyclohexylamino)ethanoyl)pyrrolidine-2-carboxamide,(2S)-N-[(4-carbamimidoylphenyl)methyl]-1-[2-(cyclohexylamino)acetyl]pyrrolidine-2-carboxamide,[H][C@]1(CCCN1C(=O)CNC1CCCCC1)C(=O)NCC1=CC=C(C=C1)C(N)=N,385.247775261,C21H31N5O2,pending
DB06851,N-(pyridin-3-ylmethyl)aniline,N-(pyridin-3-ylmethyl)aniline,C(NC1=CC=CC=C1)C1=CC=CN=C1,184.100048394,C12H12N2,pending
DB06852,4-[(3S)-1-AZABICYCLO[2.2.2]OCT-3-YLAMINO]-3-(1H-BENZIMIDAZOL-2-YL)-6-CHLOROQUINOLIN-2(1H)-ONE,"3-(1H-1,3-benzodiazol-2-yl)-6-chloro-4-{[(1S,3S,4s)-1-azabicyclo[2.2.2]octan-3-yl]amino}-1,2-dihydro",[H][C@@]12CC[N@@](CC1)C[C@@]2([H])NC1=C(C2=NC3=CC=CC=C3N2)C(=O)NC2=C1C=C(Cl)C=C2,419.151288058,C23H22ClN5O,pending
DB06853,N-cycloheptylglycyl-N-(4-carbamimidoylbenzyl)-L-prolinamide,(2S)-N-[(4-carbamimidoylphenyl)methyl]-1-[2-(cycloheptylamino)acetyl]pyrrolidine-2-carboxamide,[H][C@]1(CCCN1C(=O)CNC1CCCCCC1)C(=O)NCC1=CC=C(C=C1)C(N)=N,399.263425325,C22H33N5O2,pending
DB06855,6-fluoro-2-(2-hydroxy-3-isobutoxy-phenyl)-1H-benzoimidazole-5-carboxamidine,"2-{5-[amino(iminiumyl)methyl]-6-fluoro-1H-1,3-benzodiazol-2-yl}-6-(2-methylpropoxy)benzen-1-olate",CC(C)COC1=C(O)C(=CC=C1)C1=NC2=CC(C(N)=N)=C(F)C=C2N1,342.149204077,C18H19FN4O2,pending
DB06856,6-FLUORO-2-[2-HYDROXY-3-(2-METHYL-CYCLOHEXYLOXY)-PHENYL]-1H-INDOLE-5-CARBOXAMIDINE,"6-fluoro-2-(2-hydroxy-3-{[(1S,2S)-2-methylcyclohexyl]oxy}phenyl)-1H-indole-5-carboximidamide",[H][C@]1(C)CCCC[C@]1([H])OC1=C(O)C(=CC=C1)C1=CC2=CC(C(N)=N)=C(F)C=C2N1,381.185255232,C22H24FN3O2,pending
DB06857,N-(4-CARBAMIMIDOYL-3-CHORO-PHENYL)-2-HYDROXY-3-IODO-5-METHYL-BENZAMIDE,N-(4-carbamimidoyl-3-chlorophenyl)-2-hydroxy-3-iodo-5-methylbenzamide,CC1=CC(I)=C(O)C(=C1)C(=O)NC1=CC(Cl)=C(C=C1)C(N)=N,428.974097802,C15H13ClIN3O2,pending
DB06858,N-cyclooctylglycyl-N-(4-carbamimidoylbenzyl)-L-prolinamide,(2S)-N-[(4-carbamimidoylphenyl)methyl]-1-[2-(cyclooctylamino)acetyl]pyrrolidine-2-carboxamide,[H][C@]1(CCCN1C(=O)CNC1CCCCCCC1)C(=O)NCC1=CC=C(C=C1)C(N)=N,413.279075389,C23H35N5O2,pending
DB06859,N-ALLYL-5-AMIDINOAMINOOXY-PROPYLOXY-3-CHLORO-N-CYCLOPENTYLBENZAMIDE,3-[3-(carbamimidamidooxy)propoxy]-5-chloro-N-cyclopentyl-N-(prop-2-en-1-yl)benzamide,NC(=N)NOCCCOC1=CC(Cl)=CC(=C1)C(=O)N(CC=C)C1CCCC1,394.177168457,C19H27ClN4O3,pending
DB06860,"2-(2-chloropyridin-4-yl)-4-methyl-1H-isoindole-1,3(2H)-dione","2-(2-chloropyridin-4-yl)-4-methyl-2,3-dihydro-1H-isoindole-1,3-dione",CC1=C2C(=O)N(C(=O)C2=CC=C1)C1=CC=NC(Cl)=C1,272.035255249,C14H9ClN2O2,pending
DB06861,6-(2-HYDROXY-CYCLOPENTYL)-7-OXO-HEPTANAMIDINE,"(6R)-6-[(1R,2S)-2-hydroxycyclopentyl]-7-oxoheptanimidamide",[H][C@](CCCCC(N)=N)(C=O)[C@@]1([H])CCC[C@]1([H])O,226.168127958,C12H22N2O2,pending
DB06862,2-HYDROXY-5-(2-MERCAPTO-ETHYLSULFAMOYL)-BENZOIC ACID,2-hydroxy-5-[(2-sulfanylethyl)sulfamoyl]benzoic acid,OC(=O)C1=C(O)C=CC(=C1)S(=O)(=O)NCCS,277.007863847,C9H11NO5S2,pending
DB06864,"2-(3-CARBOXYPROPIONYL)-6-HYDROXY-CYCLOHEXA-2,4-DIENE CARBOXYLIC ACID","(1R,6R)-2-(3-carboxypropanoyl)-6-hydroxycyclohexa-2,4-diene-1-carboxylic acid",[H][C@@]1(O)C=CC=C(C(=O)CCC(O)=O)[C@@]1([H])C(O)=O,240.063388116,C11H12O6,pending
DB06865,6-CARBAMIMIDOYL-2-[2-HYDROXY-6-(4-HYDROXY-PHENYL)-INDAN-1-YL]-HEXANOIC ACID,"(2R)-6-carbamimidoyl-2-[(1S,2S)-2-hydroxy-6-(4-hydroxyphenyl)-2,3-dihydro-1H-inden-1-yl]hexanoic aci",[H][C@](CCCCC(N)=N)(C(O)=O)[C@@]1([H])C2=C(C[C@]1([H])O)C=CC(=C2)C1=CC=C(O)C=C1,382.18925733,C22H26N2O4,pending
DB06866,6-CARBAMIMIDOYL-2-[2-HYDROXY-5-(3-METHOXY-PHENYL)-INDAN-1-YL]-HEXANOIC ACID,"(2R)-6-carbamimidoyl-2-[(1S,2S)-2-hydroxy-5-(3-methoxyphenyl)-2,3-dihydro-1H-inden-1-yl]hexanoic aci",[H][C@](CCCCC(N)=N)(C(O)=O)[C@@]1([H])C2=C(C[C@]1([H])O)C=C(C=C2)C1=CC(OC)=CC=C1,396.204907394,C23H28N2O4,pending
DB06867,"3,6,9,12,15,18-HEXAOXAICOSANE","3,6,9,12,15,18-hexaoxaicosane",CCOCCOCCOCCOCCOCCOCC,294.204238692,C14H30O6,pending
DB06868,N-(3-chlorobenzyl)-1-(4-methylpentanoyl)-L-prolinamide,(2S)-N-[(3-chlorophenyl)methyl]-1-(4-methylpentanoyl)pyrrolidine-2-carboxamide,[H][C@]1(CCCN1C(=O)CCC(C)C)C(=O)NCC1=CC(Cl)=CC=C1,336.160455761,C18H25ClN2O2,pending
DB06869,1-[2-AMINO-2-CYCLOHEXYL-ACETYL]-PYRROLIDINE-3-CARBOXYLIC ACID 5-CHLORO-2-(2-ETHYLCARBAMOYL-ETHOXY)-B,(2S)-1-[(2R)-2-amino-2-cyclohexylacetyl]-N-({5-chloro-2-[(ethylcarbamoyl)methoxy]phenyl}methyl)pyrro,[H][C@@](N)(C1CCCCC1)C(=O)N1CCC[C@@]1([H])C(=O)NCC1=C(OCC(=O)NCC)C=CC(Cl)=C1,478.234683335,C24H35ClN4O4,pending
DB06870,"17-HYDROXY-18A-HOMO-19-NOR-17ALPHA-PREGNA-4,9,11-TRIEN-3-ONE","(10S,11S,14S,15S)-14,15-diethyl-14-hydroxytetracyclo[8.7.0.0²,⁷.0¹¹,¹⁵]heptadeca-1,6,16-trien-5-one",[H][C@@]12CC[C@@](O)(CC)[C@@]1(CC)C=CC1=C3CCC(=O)C=C3CC[C@@]21[H],312.20893014,C21H28O2,pending
DB06871,17-METHYL-17-ALPHA-DIHYDROEQUILENIN,"(11S,14R,15S)-14,15-dimethyltetracyclo[8.7.0.0²,⁷.0¹¹,¹⁵]heptadeca-1(10),2,4,6,8-pentaene-5,14-diol",[H][C@@]12CC[C@@](C)(O)[C@@]1(C)CCC1=C2C=CC2=CC(O)=CC=C12,282.161979948,C19H22O2,pending
DB06872,"1-((2-HYDROXYETHOXY)METHYL)-5-(PHENYLTHIO)PYRIMIDINE-2,4(1H,3H)-DIONE","1-[(2-hydroxyethoxy)methyl]-5-(phenylsulfanyl)-1,2,3,4-tetrahydropyrimidine-2,4-dione",OCCOCN1C=C(SC2=CC=CC=C2)C(=O)NC1=O,294.067427636,C13H14N2O4S,pending
DB06873,"1-((2-HYDROXYETHOXY)METHYL)-5-(3-(BENZYLOXY)BENZYL)PYRIMIDINE-2,4(1H,3H)-DIONE","5-{[3-(benzyloxy)phenyl]methyl}-1-[(2-hydroxyethoxy)methyl]-1,2,3,4-tetrahydropyrimidine-2,4-dione",OCCOCN1C=C(CC2=CC=CC(OCC3=CC=CC=C3)=C2)C(=O)NC1=O,382.152871824,C21H22N2O5,pending
DB06874,"(6-[4-(AMINOMETHYL)-2,6-DIMETHYLPHENOXY]-2-{[4-(AMINOMETHYL)PHENYL]AMINO}-5-BROMOPYRIMIDIN-4-YL)METH","4-({5-bromo-2-[(4-cyanophenyl)amino]-6-(hydroxymethyl)pyrimidin-4-yl}oxy)-3,5-dimethylbenzonitrile",CC1=CC(=CC(C)=C1OC1=C(Br)C(CO)=NC(NC2=CC=C(C=C2)C#N)=N1)C#N,449.048737428,C21H16BrN5O2,pending
DB06875,3-(3-FLUORO-4-HYDROXYPHENYL)-7-HYDROXY-1-NAPHTHONITRILE,3-(3-fluoro-4-hydroxyphenyl)-7-hydroxynaphthalene-1-carbonitrile,OC1=CC=C2C=C(C=C(C#N)C2=C1)C1=CC=C(O)C(F)=C1,279.069556774,C17H10FNO2,pending
DB06876,"N-{5-[4-(4-METHYLPIPERAZIN-1-YL)PHENYL]-1H-PYRROLO[2,3-B]PYRIDIN-3-YL}NICOTINAMIDE","N-{5-[4-(4-methylpiperazin-1-yl)phenyl]-1H-pyrrolo[2,3-b]pyridin-3-yl}pyridine-3-carboxamide",CN1CCN(CC1)C1=CC=C(C=C1)C1=CC2=C(NC=C2NC(=O)C2=CN=CC=C2)N=C1,412.20115942,C24H24N6O,pending
DB06877,"N,N-DIMETHYL-4-(4-PHENYL-1H-PYRAZOL-3-YL)-1H-PYRROLE-2-CARBOXAMIDE","N,N-dimethyl-4-(4-phenyl-1H-pyrazol-3-yl)-1H-pyrrole-2-carboxamide",CN(C)C(=O)C1=CC(=CN1)C1=NNC=C1C1=CC=CC=C1,280.132411154,C16H16N4O,pending
DB06878,1-[(2R)-2-aminobutanoyl]-N-(3-chlorobenzyl)-L-prolinamide,(2S)-1-[(2R)-2-aminobutanoyl]-N-[(3-chlorophenyl)methyl]pyrrolidine-2-carboxamide,[H][C@@](N)(CC)C(=O)N1CCC[C@@]1([H])C(=O)NCC1=CC=CC(Cl)=C1,323.14005467,C16H22ClN3O2,pending
DB06879,"5-(4'-AMINO-1'-ETHYL-5',8'-DIFLUORO-1'H-SPIRO[PIPERIDINE-4,2'-QUINAZOLINE]-1-YLCARBONYL)PICOLINONITR","5-({4'-amino-1'-ethyl-5',8'-difluoro-1'H-spiro[piperidine-4,2'-quinazoline]-1-yl}carbonyl)-3,4-dihyd",CCN1C2=C(F)C=CC(F)=C2C(N)=NC11CCN(CC1)C(=O)C1=CN=C(CC1)C#N,412.182315766,C21H22F2N6O,pending
DB06880,"(1S)-2-[(2S,5R)-2-(AMINOMETHYL)-5-PROP-1-YN-1-YLPYRROLIDIN-1-YL]-1-CYCLOPENTYL-2-OXOETHANAMINE","(2S)-2-amino-1-[(2S,5R)-2-(aminomethyl)-5-(prop-1-yn-1-yl)pyrrolidin-1-yl]-2-cyclopentylethan-1-one",[H][C@](N)(C1CCCC1)C(=O)N1[C@]([H])(CN)CC[C@]1([H])C#CC,263.199762437,C15H25N3O,pending
DB06881,(1Z)-2-HYDROXY-3-OXOHEX-1-EN-1-YL DIHYDROGEN PHOSPHATE,{[(1Z)-2-hydroxy-3-oxohex-1-en-1-yl]oxy}phosphonic acid,CCCC(=O)C(\O)=C\OP(O)(O)=O,210.029324596,C6H11O6P,pending
DB06882,1-[1-(3-aminophenyl)-3-tert-butyl-1H-pyrazol-5-yl]-3-naphthalen-1-ylurea,3-[1-(3-aminophenyl)-3-tert-butyl-1H-pyrazol-5-yl]-1-(naphthalen-1-yl)urea,CC(C)(C)C1=NN(C(NC(=O)NC2=C3C=CC=CC3=CC=C2)=C1)C1=CC=CC(N)=C1,399.205910447,C24H25N5O,pending
DB06883,1-[1-(3-aminophenyl)-3-tert-butyl-1H-pyrazol-5-yl]-3-phenylurea,3-[1-(3-aminophenyl)-3-tert-butyl-1H-pyrazol-5-yl]-1-phenylurea,CC(C)(C)C1=NN(C(NC(=O)NC2=CC=CC=C2)=C1)C1=CC=CC(N)=C1,349.190260383,C20H23N5O,pending
DB06884,4-HYDROXY-N'-(4-ISOPROPYLBENZYL)BENZOHYDRAZIDE,4-hydroxy-N'-{[4-(propan-2-yl)phenyl]methyl}benzohydrazide,CC(C)C1=CC=C(CNNC(=O)C2=CC=C(O)C=C2)C=C1,284.152477894,C17H20N2O2,pending
DB06885,3-[({(1E)-[2-(trifluoromethyl)phenyl]methylidene}amino)oxy]propanoic acid,3-{[(E)-{[2-(trifluoromethyl)phenyl]methylidene}amino]oxy}propanoic acid,OC(=O)CCO\N=C\C1=C(C=CC=C1)C(F)(F)F,261.061277806,C11H10F3NO3,pending
DB06886,N-BENZYLOXYCARBONYL-ALA-PRO-3-AMINO-4-PHENYL-BUTAN-2-OL,"benzyl N-[(2S)-1-[(2S)-2-{[(2S,3R)-3-hydroxy-1-phenylbutan-2-yl]carbamoyl}pyrrolidin-1-yl]-1-oxoprop",[H][C@](C)(O)[C@]([H])(CC1=CC=CC=C1)NC(=O)[C@]1([H])CCCN1C(=O)[C@]([H])(C)NC(=O)OCC1=CC=CC=C1,467.242021181,C26H33N3O5,pending
DB06887,"[(3S)-3-(Methylcarbamoyl)-2-{[(2-methyl-2-propanyl)oxy]carbonyl}-1,2,3,4-tetrahydro-7-isoquinolinyl]","N-[(3S)-2-[(tert-butoxy)carbonyl]-3-(methylcarbamoyl)-1,2,3,4-tetrahydroisoquinolin-7-yl]sulfamic ac",CNC(=O)[C@@H]1CC2=CC=C(NS(O)(=O)=O)C=C2CN1C(=O)OC(C)(C)C,385.130756173,C16H23N3O6S,pending
DB06888,"(13R,15S)-13-METHYL-16-OXA-8,9,12,22,24-PENTAAZAHEXACYCLO[15.6.2.16,9.1,12,15.0,2,7.0,21,25]HEPTACOS","(13R,15S)-13-methyl-16-oxa-8,9,12,22,24-pentaazahexacyclo[15.6.2.1⁶,⁹.1¹²,¹⁵.0²,⁷.0²¹,²⁵]heptacosa-1",[H][C@]12CN(CCN3NC4=C(C=CC=C4C3=O)C3=NC4=C(NC3=O)C=CC=C4O1)[C@]([H])(C)C2,403.164439563,C22H21N5O3,pending
DB06889,"3-(1H-tetrazol-5-ylmethyl)-5,6,7,8-tetrahydro[1]benzothieno[2,3-d]pyrimidin-4(3H)-one","4-(1H-1,2,3,4-tetrazol-5-ylmethyl)-8-thia-4,6-diazatricyclo[7.4.0.0²,⁷]trideca-1(9),2(7),5-trien-3-o",O=C1N(CC2=NN=NN2)C=NC2=C1C1=C(CCCC1)S2,288.079329726,C12H12N6OS,pending
DB06890,(2R)-2-PHENYL-N-PYRIDIN-4-YLBUTANAMIDE,(2R)-2-phenyl-N-(pyridin-4-yl)butanamide,[H][C@](CC)(C(=O)NC1=CC=NC=C1)C1=CC=CC=C1,240.126263144,C15H16N2O,pending
DB06891,"5-{[(4-AMINO-3-CHLORO-5-FLUOROPHENYL)SULFONYL]AMINO}-1,3,4-THIADIAZOLE-2-SULFONAMIDE","5-(4-amino-3-chloro-5-fluorobenzenesulfonamido)-1,3,4-thiadiazole-2-sulfonamide",NC1=C(F)C=C(C=C1Cl)S(=O)(=O)NC1=NN=C(S1)S(N)(=O)=O,386.933271719,C8H7ClFN5O4S3,pending
DB06892,"(5S)-4,5-difluoro-6-[(2-fluoro-4-iodophenyl)imino]-N-(2-hydroxyethoxy)cyclohexa-1,3-diene-1-carboxam","(5S,6Z)-4,5-difluoro-6-[(2-fluoro-4-iodophenyl)imino]-N-(2-hydroxyethoxy)cyclohexa-1,3-diene-1-carbo",[H][C@@]1(F)C(F)=CC=C(C(=O)NOCCO)\C1=N\C1=C(F)C=C(I)C=C1,451.984470295,C15H12F3IN2O3,pending
DB06893,1-DECANE-SULFONIC-ACID,decane-1-sulfonic acid,CCCCCCCCCCS(O)(=O)=O,222.12896526,C10H22O3S,pending
DB06894,1-DODECANOL,dodecan-1-ol,CCCCCCCCCCCCO,186.198365454,C12H26O,pending
DB06896,"1-(4-fluorophenyl)-N-[3-fluoro-4-(1H-pyrrolo[2,3-b]pyridin-4-yloxy)phenyl]-2-oxo-1,2-dihydropyridine","N-(3-fluoro-4-{1H-pyrrolo[2,3-b]pyridin-4-yloxy}phenyl)-1-(4-fluorophenyl)-2-oxo-1,2-dihydropyridine",FC1=CC=C(C=C1)N1C=CC=C(C(=O)NC2=CC=C(OC3=CC=NC4=C3C=CN4)C(F)=C2)C1=O,458.119046808,C25H16F2N4O3,pending
DB06897,"3-[3-chloro-5-(5-{[(1S)-1-phenylethyl]amino}isoxazolo[5,4-c]pyridin-3-yl)phenyl]propan-1-ol","3-[3-chloro-5-(5-{[(1S)-1-phenylethyl]amino}-[1,2]oxazolo[5,4-c]pyridin-3-yl)phenyl]propan-1-ol",[H][C@@](C)(NC1=CC2=C(ON=C2C2=CC(Cl)=CC(CCCO)=C2)C=N1)C1=CC=CC=C1,407.14005467,C23H22ClN3O2,pending
DB06898,"4-(2-amino-1-methyl-1H-imidazo[4,5-b]pyridin-6-yl)phenol","4-{2-amino-1-methyl-1H-imidazo[4,5-b]pyridin-6-yl}phenol",CN1C(N)=NC2=C1C=C(C=N2)C1=CC=C(O)C=C1,240.101111026,C13H12N4O,pending
DB06899,"N-{2-[6-(2,4-DIAMINO-6-ETHYLPYRIMIDIN-5-YL)-2,2-DIMETHYL-3-OXO-2,3-DIHYDRO-4H-1,4-BENZOTHIAZIN-4-YL]","N-{2-[6-(2,4-diamino-6-ethylpyrimidin-5-yl)-2,2-dimethyl-3-oxo-3,4-dihydro-2H-1,4-benzothiazin-4-yl]",CCC1=NC(N)=NC(N)=C1C1=CC=C2SC(C)(C)C(=O)N(CCNC(C)=O)C2=C1,414.183794796,C20H26N6O2S,pending
DB06900,1-[4-(hydroxymethyl)phenyl]guanidine,N-[4-(hydroxymethyl)phenyl]guanidine,NC(=N)NC1=CC=C(CO)C=C1,165.090211989,C8H11N3O,pending
DB06901,2-(2-HYDROXY-CYCLOPENTYL)-PENT-4-ENAL,"(2R)-2-[(1R,2S)-2-hydroxycyclopentyl]pent-4-enal",[H][C@](CC=C)(C=O)[C@@]1([H])CCC[C@]1([H])O,168.115029756,C10H16O2,pending
DB06902,4-(1-methyl-1-phenylethyl)phenol,4-(2-phenylpropan-2-yl)phenol,CC(C)(C1=CC=CC=C1)C1=CC=C(O)C=C1,212.120115134,C15H16O,pending
DB06903,"(1S,3aS,5aR,8aS)-1,7,7-trimethyl-1,2,3,3a,5a,6,7,8-octahydrocyclopenta[c]pentalene-4-carboxylic acid","(1S,2S,5S,8R)-2,10,10-trimethyltricyclo[6.3.0.0¹,⁵]undec-6-ene-6-carboxylic acid",[H][C@]1(C)CC[C@]2([H])C(=C[C@@]3([H])CC(C)(C)C[C@@]123)C(O)=O,234.161979948,C15H22O2,pending
DB06904,"(5S,6S)-6-[(R)ACETOXYETH-2-YL]-PENEM-3-CARBOXYLATEPROPANE","prop-2-en-1-yl (2S)-2-[(2S,3R)-3-(acetyloxy)-1-oxobutan-2-yl]-2,3-dihydro-1,3-thiazole-4-carboxylate",[H][C@](C)(OC(C)=O)[C@@]([H])(C=O)[C@@]1([H])NC(=CS1)C(=O)OCC=C,299.082743349,C13H17NO5S,pending
DB06905,"(2S,3S,4E,6E,8S,9S)-3-amino-9-methoxy-2,6,8-trimethyl-10-phenyldeca-4,6-dienoic acid","(2S,3S,4E,6E,8S,9S)-3-amino-9-methoxy-2,6,8-trimethyl-10-phenyldeca-4,6-dienoic acid",[H][C@](C)(\C=C(/C)\C=C\[C@]([H])(N)[C@]([H])(C)C(O)=O)[C@]([H])(CC1=CC=CC=C1)OC,331.214743799,C20H29NO3,pending
DB06906,ethyl 2-amino-4-hydroxypyrimidine-5-carboxylate,ethyl 2-amino-4-hydroxypyrimidine-5-carboxylate,CCOC(=O)C1=CN=C(N)N=C1O,183.064391169,C7H9N3O3,pending
